season,team,player,nation,pos,age,born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP
2425,Tottenham,Yves Bissouma,MLI,MF,28-077,1996,4.5,256,280,91.4,4037,1104,142,150,94.7,89,91,97.8,16,26,61.5,0,0.2,0.3,-0.2,3,22,4,0,32
2425,West Ham,Aaron Cresswell,ENG,DF,34-336,1989,0.3,24,34,70.6,439,142,11,15,73.3,12,15,80.0,1,3,33.3,0,0.0,0.0,0.0,1,2,0,0,3
2425,West Ham,Aaron Wan-Bissaka,ENG,DF,26-355,1997,9.1,343,427,80.3,4783,1778,222,248,89.5,102,130,78.5,12,26,46.2,0,0.3,0.6,-0.3,8,27,8,2,38
2425,West Ham,Alphonse Areola,FRA,GK,31-262,1993,7.5,211,289,73.0,5752,4223,46,46,100.0,97,102,95.1,67,136,49.3,0,0.0,0.0,0.0,0,4,0,0,0
2425,West Ham,Andy Irving,SCO,MF,24-186,2000,0.3,28,28,100.0,419,81,15,15,100.0,10,10,100.0,1,1,100.0,0,0.0,0.0,0.0,0,4,0,0,2
2425,West Ham,Carlos Soler,ESP,"MF,FW",27-318,1997,3.0,89,105,84.8,1353,359,48,52,92.3,25,30,83.3,10,14,71.4,0,0.1,0.1,-0.1,3,8,3,0,12
2425,West Ham,Crysencio Summerville,NED,"MF,FW",23-016,2001,3.8,75,107,70.1,1141,302,44,56,78.6,22,25,88.0,6,11,54.5,0,0.6,0.6,-0.6,7,4,6,4,7
2425,West Ham,Danny Ings,ENG,"FW,MF",32-115,1992,0.8,14,27,51.9,177,29,11,12,91.7,3,9,33.3,0,3,0.0,1,0.5,0.0,0.5,1,1,0,0,0
2425,West Ham,Edson Álvarez,MEX,"MF,DF",27-022,1997,4.5,197,231,85.3,3239,860,101,112,90.2,76,86,88.4,18,25,72.0,0,0.1,0.3,-0.1,4,20,2,0,17
2425,West Ham,Emerson Palmieri,ITA,DF,30-104,1994,9.5,360,448,80.4,5103,1856,217,242,89.7,115,149,77.2,14,35,40.0,0,0.8,1.3,-0.8,8,19,7,4,23
2425,West Ham,Guido Rodríguez,ARG,MF,30-217,1994,8.9,325,393,82.7,5550,1532,154,180,85.6,138,152,90.8,27,42,64.3,0,0.0,0.1,0.0,1,29,1,0,24
2425,West Ham,James Ward-Prowse,ENG,MF,30-014,1994,0.2,11,15,73.3,150,61,6,6,100.0,4,5,80.0,0,3,0.0,0,0.0,0.0,0.0,0,2,0,0,4
2425,West Ham,Jarrod Bowen,ENG,"MF,FW",27-331,1996,10.7,183,275,66.5,3146,1059,91,114,79.8,68,89,76.4,21,46,45.7,2,2.9,2.6,-0.9,24,23,19,1,43
2425,West Ham,Jean-Clair Todibo,FRA,DF,24-321,1999,5.6,253,283,89.4,4847,1641,77,83,92.8,154,160,96.3,20,36,55.6,0,0.0,0.0,0.0,2,7,0,0,7
2425,West Ham,Konstantinos Mavropanos,GRE,DF,26-340,1997,7.2,308,370,83.2,5808,1851,118,129,91.5,160,180,88.9,26,48,54.2,0,0.0,0.3,0.0,0,21,1,1,17
2425,West Ham,Lucas Paquetá,BRA,MF,27-080,1997,9.0,365,476,76.7,6052,1993,186,221,84.2,122,154,79.2,45,73,61.6,0,1.2,0.9,-1.2,12,49,15,1,54
2425,West Ham,Luis Guilherme,BRA,MF,18-280,2006,0.1,2,4,50.0,25,0,1,2,50.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2425,West Ham,Max Kilman,ENG,DF,27-176,1997,11.0,481,557,86.4,9415,3343,157,169,92.9,268,292,91.8,52,85,61.2,1,0.3,0.1,0.7,6,39,2,0,46
2425,West Ham,Michail Antonio,JAM,FW,34-232,1990,7.4,91,146,62.3,1822,285,38,53,71.7,32,49,65.3,19,26,73.1,1,1.6,0.9,-0.6,8,8,5,2,14
2425,West Ham,Mohammed Kudus,GHA,"MF,FW",24-105,2000,7.4,167,204,81.9,2908,482,84,97,86.6,63,68,92.6,17,24,70.8,0,0.8,0.9,-0.8,5,12,6,4,20
2425,West Ham,Niclas Füllkrug,GER,FW,31-280,1993,0.7,13,14,92.9,120,23,8,8,100.0,1,2,50.0,0,0,,0,0.0,0.1,0.0,0,1,0,0,0
2425,West Ham,Tomáš Souček,CZE,MF,29-262,1995,7.3,209,260,80.4,3464,891,104,120,86.7,82,102,80.4,19,26,73.1,0,0.4,0.7,-0.4,9,23,4,0,27
2425,West Ham,Vladimír Coufal,CZE,DF,32-085,1992,2.5,82,114,71.9,1356,555,41,49,83.7,32,44,72.7,7,16,43.8,0,0.1,0.1,-0.1,1,6,1,1,7
2425,West Ham,Łukasz Fabiański,POL,GK,39-211,1985,3.5,67,100,67.0,2031,1511,14,14,100.0,29,30,96.7,24,56,42.9,0,0.0,0.0,0.0,0,1,0,0,0
2425,Wolves,André,BRA,MF,23-122,2001,4.0,155,164,94.5,2653,650,71,72,98.6,69,71,97.2,12,15,80.0,0,0.1,0.2,-0.1,3,10,0,0,10
2425,Wolves,Carlos Forbs,POR,"MF,FW",20-241,2004,2.0,40,63,63.5,535,199,24,34,70.6,14,20,70.0,1,3,33.3,0,0.0,0.1,0.0,1,1,3,1,7
2425,Wolves,Chiquinho,POR,MF,24-284,2000,0.1,3,3,100.0,71,22,1,1,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,1,0,1,1,0
2425,Wolves,Craig Dawson,ENG,DF,34-193,1990,8.3,361,415,87.0,7160,2412,116,124,93.5,200,213,93.9,36,65,55.4,0,0.0,0.1,0.0,2,18,1,0,16
2425,Wolves,Daniel Podence,POR,"MF,FW",29-025,1995,0.5,11,16,68.8,132,78,7,7,100.0,3,3,100.0,0,2,0.0,0,0.0,0.0,0.0,0,1,1,0,2
2425,Wolves,Gonçalo Guedes,POR,"FW,MF",27-352,1996,1.4,28,42,66.7,535,137,13,18,72.2,13,16,81.3,2,3,66.7,1,0.3,0.1,0.7,3,2,1,1,5
2425,Wolves,Hwang Hee-chan,KOR,"FW,MF",28-294,1996,2.8,52,64,81.3,739,145,35,41,85.4,14,16,87.5,2,2,100.0,0,0.1,0.2,-0.1,2,2,3,2,3
2425,Wolves,Jean-Ricner Bellegarde,FRA,"MF,FW",26-141,1998,5.3,102,128,79.7,1579,195,62,67,92.5,31,38,81.6,8,12,66.7,1,0.3,0.5,0.7,6,8,4,2,6
2425,Wolves,José Sá,POR,GK,31-303,1993,6.0,116,206,56.3,3470,2634,16,16,100.0,60,61,98.4,39,127,30.7,0,0.1,0.0,-0.1,1,6,1,0,0
2425,Wolves,João Gomes,BRA,MF,23-277,2001,10.3,339,412,82.3,5055,1172,199,228,87.3,110,129,85.3,19,28,67.9,0,0.2,0.2,-0.2,5,35,2,0,39
2425,Wolves,Jørgen Strand Larsen,NOR,FW,24-283,2000,9.9,81,139,58.3,1018,168,46,74,62.2,23,40,57.5,2,3,66.7,1,1.0,0.5,0.0,7,3,2,1,7
2425,Wolves,Mario Lemina,GAB,MF,31-075,1993,9.8,267,330,80.9,4952,1470,107,128,83.6,126,146,86.3,29,41,70.7,2,0.3,0.7,1.7,5,23,8,3,29
2425,Wolves,Matheus Cunha,BRA,"MF,FW",25-172,1999,9.8,224,313,71.6,3772,1287,126,151,83.4,63,82,76.8,29,55,52.7,2,3.8,2.2,-1.8,19,27,17,3,39
2425,Wolves,Matt Doherty,IRL,DF,32-304,1992,2.3,74,105,70.5,1262,285,34,42,81.0,34,51,66.7,6,9,66.7,0,0.1,0.1,-0.1,1,4,1,0,6
2425,Wolves,Nélson Semedo,POR,DF,30-365,1993,8.7,298,360,82.8,4680,1393,155,172,90.1,123,142,86.6,16,33,48.5,2,1.1,0.5,0.9,6,20,5,2,23
2425,Wolves,Pablo Sarabia,ESP,"MF,FW",32-188,1992,2.0,60,94,63.8,1020,400,28,37,75.7,23,26,88.5,6,16,37.5,0,0.4,0.4,-0.4,3,10,4,0,12
2425,Wolves,Rayan Aït-Nouri,ALG,DF,23-162,2001,10.2,378,459,82.4,5273,1376,231,250,92.4,131,153,85.6,6,26,23.1,2,1.0,0.6,1.0,11,23,7,2,33
2425,Wolves,Rodrigo Gomes,POR,"FW,MF",21-131,2003,1.3,17,32,53.1,221,41,12,17,70.6,5,11,45.5,0,2,0.0,0,0.0,0.0,0.0,0,1,0,0,2
2425,Wolves,Sam Johnstone,ENG,GK,31-235,1993,5.0,136,206,66.0,3942,2933,23,24,95.8,64,66,97.0,48,112,42.9,0,0.0,0.0,0.0,1,1,0,0,0
2425,Wolves,Santiago Bueno,URU,DF,26-006,1998,4.9,177,208,85.1,3384,1109,65,73,89.0,83,90,92.2,24,33,72.7,0,0.0,0.0,0.0,0,5,1,0,7
2425,Wolves,Tommy Doyle,ENG,MF,23-029,2001,3.0,157,187,84.0,3443,1065,52,55,94.5,66,73,90.4,37,47,78.7,1,0.1,0.1,0.9,3,23,2,0,22
2425,Wolves,Toti Gomes,POR,DF,25-304,1999,8.2,332,404,82.2,5611,1922,155,173,89.6,152,170,89.4,22,41,53.7,1,0.5,0.3,0.5,2,16,0,0,16
2425,Wolves,Yerson Mosquera,COL,DF,23-197,2001,4.9,205,240,85.4,3996,1184,66,73,90.4,115,123,93.5,22,35,62.9,0,0.1,0.0,-0.1,2,16,1,1,7
